analytical_customer_id,is_gold,amt_total,afford_amt_total,order_count
EmUVpVA2o7SR2rPWAnJ-crQQ,False,126.0,70.0,1
EnJRmlN2wdSI2oUENyo_DM_w,False,250.0,0.0,1
EnwRt1R-hXQM-tLmRFe-Eleg,False,883.0,210.69799999999998,5
Eny3DlI2lgRE2ileIyVI8p4w,False,175.0,0.0,2
EoRDFyFCCaT9C684FBdCJQcQ,False,140.43,16.82,1
EoW4OJHWigQvWTDqHSyGvWww,False,120.0,70.0,1
EolDiAh6JSTS6KRXhC6xSMkw,False,36.0,0.0,1
Eos6Z33yriRHy9V13dhAQ8PQ,False,279.99,0.0,1
EotYUfHKIpTVK5XVHQ1cp0vQ,False,99.99,80.01,1
EpCMH0vGjOTkGzqYvdKYGPzQ,False,1057.7,400.3,15
EpghNp3mAASlm5br3CCEPo1g,False,336.0,0.0,3
Epo2pSnOJiQkOY5Sn6XVP2jQ,False,1012.49,30.0,9
EpwbHFxmKmQ_mvc8xQKc9D8g,False,728.31,136.0,6
EqIK0XLCZ4R9CAM6LRd8FaYQ,True,901.7341,190.0,10
EqN31RDW_TTeWpfKDAVk804Q,False,322.2,57.8,5
EqVrSOyeRdQweYyJyXmadT6A,False,296.4,40.0,1
EqjFIYCSjDStSQ6OCa3b8FvA,False,1370.3488,5.0,18
Eqmm1-l2a5RE2mnXlNsJv76w,False,66.0,0.0,1
Er_gaUdKtbTjKs6pdZf9K7PQ,False,273.75,80.0,3
Es6u6Abat4Saaezebmhjl1FA,False,269.5,0.0,2
EsGX37SmTpSNmjt6SSPOnjtA,False,780.0,245.0,3
EsIi_0o6u9Qy66ZEoyGUM99Q,False,135.0,70.0,1
Es_B3lmm35RTm90NmTedkAYw,False,239.95,125.0,4
EtI1VYVGwjQXGpsIV9xQ68Qg,False,126.0,70.0,1
EtQOMJfac_TZa6ZJf2DhbS3A,False,69.0,0.0,1
EtcYo0BO3lRFOnRsBWgqehQA,False,287.998,163.6,3
EtqH1R4GEoRQGbei4OHf3Z7Q,False,119.0,30.0,1
EtqseydCnwTXC1DCdOCK-8fQ,False,1923.0900000000001,0.0,12
EtuzuVJS7RStS89hJ6SukHyA,True,1781.2516,90.0,14
Eu-IqQ8S9pQXSplx8rn_L7zg,False,226.0,40.0,2
Eu4kFvJaiYT0aq1lJEu3sMfQ,False,139.08,0.0,1
Eu9iVMWKyVQmKQceW7hRRTfg,True,1896.28,290.0,10
EuNF-ix2mNSF2XaIx5_HXaxA,False,383.0,54.4,4
Eupp_WW-qVSG--fgW62CaqXw,True,2065.8559999999998,281.798,22
EvFYHXsWpYRiWGc2sBUWdowg,False,98.0,70.0,1
Evl6hqUeM7R7e_FAUW0hmYvA,False,49.0,14.0,1
Ew0r9YXqNlRSqHqDX4R3ockA,False,94.08,0.0,5
Ew7tuDs2wlSW22tosRGOU15g,False,334.7,0.0,1
EwTvECZyt2Spy5RYZEODcF1A,False,440.59,209.0,5
EwfDkQOW0LRRW65sO2lgEGtQ,False,255.35,35.0,2
EwnaWXROMTT4OCcwR45FzI8g,False,5990.68,625.198,29
Ex1kBlLuLpRBulPvLbH9UApA,False,744.4,45.0,9
Exa7QBt-ruQU-1TmtgwYiadw,True,4197.9400000000005,155.0,14
ExaFBKqy2SScyTe5q3SYfNGQ,False,958.51,106.00999999999999,7
Exz3kp3uqFR9uGhf3S99kQNg,False,4025.079,24.4,48
EygYSRuKdQRuK70iuGZc49gg,False,1406.3,279.0,5
EylEqFJqc0QgqLBUJWoNhkfQ,False,2555.7,25.9,17
EzNl6qsWGiTxWNGUszyzs2_A,False,661.0,0.0,5
EzRtYA1GkkSdGdLu1u_JYWmA,False,769.0,220.0,8
F-XtNljWM6SnWR49j0tWjXuA,False,578.3,0.0,3
F-cMdV7m0gSzmvc97s1bkUxw,False,475.0,0.0,3
F-xdZ29eetT1evub9YlkdYig,False,2811.3194,1492.09788,18
F0byPZUGlEQOGQ3pUnfiQ3HQ,False,440.0,124.25,2
F0rhMf-agWSZaAWp-99XZa1g,False,2879.52,33.56,14
F0yGbJjus_R5uVfljhV05Yng,False,106.0,0.0,1
F0yZiA7WrNSkW5fn7BpDTw7g,False,100.0,50.0,1
F183_o6abOReajng62eN2keQ,False,80.0,0.0,2
F1V3VHvGVHSYGrIMvBbSmUdA,False,9.0,0.0,1
F1Zlh60i9HRHiOSh0-M0UZjA,False,676.782,150.0,4
F1yZVZbWHdR0W0SVb5dsNyUQ,False,1007.8371999999999,377.68,6
F26uGGhWtiRfWy_ghVH9OFIA,False,3880.81,50.43,30
F4dV5UG2JgS62YYzGHjK5VPg,False,2498.579,77.5,9
F5UyPZEO16RSOYdOEz0gYRIw,False,193.41,90.0,2
F5VSyS0iwoTIiCbW00c9aSCA,False,132.0,0.0,1
F6BS60tGqjRFGi4gtzBywqVQ,True,2812.96,180.0,23
F7uC_toOOrTEO-W6ohFxDG0g,True,5074.159,349.15,29
F7wSAu7G1DQ5GD0r7_WNRv6A,True,227.5,60.0,2
F7wXIeGSSbSyS5kzGdo0TNXg,True,2872.73,484.578,10
F851BUYeq8SJe2T-Y_F67OCA,False,2653.8204,612.8919999999999,12
F8CLyi6ir4QjiSgc6AelTFZQ,True,687.4,235.0,7
F8fJ-ohOryRBOZCYhuHCqk_w,False,1281.78,10.02,11
F8vJINCGiEQNG7KdCltbCXSg,False,170.0,0.0,1
F9_Yn9gKOkTdKz7XghrJ3jxg,False,141.93,13.5,1
F9nXvsGmKUSumH2HGym0uTTA,False,86.0,62.0,1
FA-2_Z3OV9RLOEf73RaH_7Vg,False,2803.39,19.0,33
FA0eVgr-4VRN-wavrkypX5Fg,False,24.0,0.0,1
FAOo5bgOMjQEOJIDgs0LaTaA,False,161.98000000000002,75.0,2
FAbdvooWjkQUWzeCo2rsuHLA,False,203.0,100.0,2
FAjEf4wGSzTcGiBxwJZNpMTg,True,206.5,45.0,2
FB8zDxRuHxR-u6ltR2AZgu3Q,False,918.8901999999999,157.5,10
FBD6ZLCqQkTJq_yxC3iIvRYA,False,1067.04,339.098,8
FBg299-STFTqS2no-O3sYAfA,False,323.34000000000003,80.0,3
FBgLshxaDJRGa7M1xHCeI3-w,False,123.5,70.0,1
FC3bsdIywEQ9yo68IGc6wwNA,True,7937.0,430.006,100
FCe-gpSST9TQSqerSAI8uhpQ,False,279.0,33.0,2
FDeN5QW2eQT120zoWXpo4j1g,False,1101.6,51.4,11
FDe_c67SeCThSkeh7xTRwGtA,False,853.73,75.0,11
FDfLYKWGUKT9GZtdW5NQHjcw,False,267.0,0.0,1
FDlTW5nqOlRQqXIIn5lcpGNw,False,892.91,162.94,13
FDw4eVw2CjQb2Hk-wGzo1CqA,False,530.55,72.0,5
FE4xg48WboQ5W8Vk8kZIMCow,False,835.35,600.0,10
FE95kbZyHHSEydplZ5uAPVow,False,210.0,80.0,3
FEVntSyaf4R0apWQyr2HtmxA,False,475.98,0.0,5
FEouEVnuLTRSuQhtn612GF0Q,False,271.0,70.0,3
FEs0ydhuEpQ7uuhSh2cUGK_g,False,479.5,64.1,4
FF4Jk7qSYQSXSpUBqRgKlDaw,False,751.5,6.0,4
FF8NJeEuSsSkuKfoEvvWsEZQ,False,159.0,40.0,1
FFTnjw8ScbRMSo3N8lprNhIw,False,177.0,0.0,1
FG7T3HjiklSYiEuBj3eJ_a2Q,False,353.7,20.996,5
FGY94LECJSSuCnyyErHfi_tw,True,1796.17,123.35,12
FGZNBOO-fhTO-5QGObtVXs0g,False,639.39,67.99000000000001,9
FGoExMU-08R3-6QrUHFsHQWw,False,965.49,0.0,6
FH5mUO1OUJQfOfg71V-RLmZA,False,247.98,0.0,1
FHpuE-KCQ2RhCMDbK_6nzRYA,False,16.0,0.0,1
FIBl28ym7DQdmZMMygnSjWUw,True,3065.62,825.77,16
FIQRMLG22tR12gY-GWdz-c3Q,False,144.0,70.0,1
FIYI_vfKC3R-KLClf4HrG2Tw,False,622.99,0.0,2
FIcx21ounPR6uljEo7uix6TA,False,125.4,0.0,1
FJ0G5aKSqBT0SqWRKO_LyLXA,False,195.0,165.0,1
FJ1vExxqMnTZq8HYxwCLYY_g,False,404.38,68.0,2
FJ7zGjSOWPR5OiGJS_HMHrWA,False,692.0,170.0,8
FJRzDJsuKzRQuzKmssjIkMfw,False,739.1700000000001,181.59,4
FJzPGskiS_RViSVfkGwDvg2g,False,786.62,448.33,6
FKmE0yM2FaTP2EolMibM9nqg,True,566.24,170.0,3
FKphnIwK72TUKjf3wSG-uqvw,False,1087.54,55.0,4
FKqRlEVmtvQSmlwMVvAipvyw,True,580.15,109.028,3
FKu9whd2OxS02DoCdYY0g4Ew,False,1443.65,191.0,5
FL3bwPcK_QT2K4r8cu8wa9Cg,False,75.0,0.0,1
FLGVkixKU2S1Kk_PxfMMmEUg,False,125.0,70.0,1
FL_WGDVaNoQVaVNFVvz6KoGA,True,452.3,105.0,5
FLfIIJ2CoLSgCCJu2oeVOadQ,False,873.97,181.37,23
FLySxBNqD4Thq8mNNsb1adNQ,False,871.71,219.15,10
FMpBwGoyfXTcylgFopD2wsfA,True,1105.94,148.0,25
FMu4J_mSoGReSQjMmNEnVICg,False,224.99,100.0,2
FN9sVNGaQ-Qda_4IGz6XtzYg,False,5349.43,824.0,27
FNH3v7tucCT6ugzMtrNR80tw,False,305.06,40.0,7
FNQjrNke_3RHeIpAkCJfytow,False,200.0,180.0,2
FNylQyT6mrR46Qz2TXYP-_pg,False,75.0,25.0,1
FO-StxXeexSieyJKXmMWtGJQ,False,1157.25,0.0,9
FO0k6F96VqRI6czz9Gqqt1Tw,False,355.0,150.0,4
FOIzhNyC6USDC-G9ynR8pKOQ,False,478.2886,40.0,4
FOQOTwnKWSTTKvZon9SG1C9w,False,1103.5,98.5,11
FOaxvatCyRS1CXz4t9KUpzIg,False,1106.87,67.02,10
FOz3QByCsiRZCoQuy8bjJP1A,False,382.0,160.0,4
FPZ1fj8yn2QUyNrF8PGwU8bg,False,220.0,130.0,1
FPegGYSCvETKC2UlSQIS19zQ,False,606.0,0.0,3
FQLcTe0mL5ShmdPO0So7TwMg,False,919.0,310.4,7
FQMtxKn2NxR_2Mk8n8xOYw9Q,False,142.0,0.0,1
FQOkCna-fsS--sslajAEWMJg,True,3170.08,309.0,18
FQTz9NhSePSoS1QYhfG9zPlg,False,212.0,60.0,2
FQaIq_R-MoQB-_gyRPCm_Y2w,False,1214.98,0.0,3
FQnfmVRGWPQ3G4vwRkSwkxFA,False,759.0,243.0,11
FRMXooxqTGSJqU3QxwWUUZjQ,False,2504.32,39.298,11
FRP9Z_U6QYQn6LmKU_zfakwA,False,85.0,0.0,1
FRPxSAo-bGQK-zzJoxQ7UZcg,False,539.0,231.0,5
FRSEH7Nq_YQFqqecNfhbmq3g,False,677.3050000000001,170.0,5
FRjsOvIqi2TJq9sUIh87HLJQ,False,536.2,148.16,2
FRywG6DqNURWqCS4D_xejZgQ,False,390.0,0.0,1
FS6--XU21LT32XwqU5ibxAsg,False,479.0,130.0,4
FSNOJYCK19TGKYNhCJXzzQBw,False,91.2,0.0,1
FSrNPaH24ITF2_6WHV3_ZxLw,False,170.5,0.0,1
FSz8K9VO3bT0OlrzV0LyAF-A,True,2240.06,594.72,21
FT9fW2bW80QIWIjabJWr33ew,False,164.16,63.92,1
FToiBOfukNTLuPTXfsYTUoow,False,603.55,0.0,3
FUq7aQym6hQimzFGy2HP2Tqw,False,445.0,80.0,2
FVkVRe6mczQDmSuL6fSnhmhA,False,149.0,101.0,1
FVu-Jvbm1OS6mgqLbZYKnqrA,False,2301.7,44.0,13
FW4RGE12ObTo2fyc1k4HPEbw,False,199.0,69.0,1
FWDQQ_-ik3S7iDW1-E7bymCQ,True,6983.6720000000005,416.088,52
FWXbuzLCoMRBC4j2L85AkLGg,False,125.4,0.0,1
FWzMcUm6SEQc6BCUmIgB5lZQ,False,1124.0,599.996,13
FX2kSpy2P_Th2Hpxyu2biMKA,False,387.0,45.0,3
FY1tXLI2eDTk2XtdInHMG5dA,False,350.0,180.0,3
FYCQvPVGpNSeGvNDVk2FXrSQ,False,338.0,0.0,2
FYPJvaP6XNTR63KYPoXfgm0w,True,558.504,121.0,4
FYViX4jmTVSEm24Nj0GICI_g,True,1366.94,222.0,6
FYX-PVTavBT3abuBTjvw4PRw,False,348.0,40.0,3
FZGLrLBaEVRUayVeBhmgOAzA,False,202.6,0.0,2
FZWQRy82BlR728ua86HIpeDQ,False,453.69,48.01,4
FZYrOhsSmtRxSiNlsj3TSoOA,False,492.0,152.598,3
F_L7Hs7SH1QmS9Av7CvCNuwA,True,1893.76,35.5,18
FaPW3k2mKJQDmJF92JYByriQ,False,1944.33,0.0,5
FaRTHnnisOQDiBl6n3grC6rQ,False,250.5,0.0,4
FaSVkfKCMXTRCp3WKbohfUOg,False,337.0,112.0,3
FabteEd-uMSg-Mi3dJLbKeIw,False,1383.92,350.856,7
FajRSJf2XjRe2kfwfGNhT1wQ,False,169.8,0.0,4
FaqLJyweEHRKex_hw-5k09QA,False,90.0,40.0,1
FazQKDdaK-Rlad2Kd029sGKA,False,243.0,120.0,3
Fb8THieWkGQnW3b9ef_kcMSQ,False,568.88,0.0,6
FbgE6fRi69RZidrARCZWPTHg,False,615.0,0.0,2
Fc1cmOQ-SCSz-bBoQyGGhrXg,False,511.87,300.24,4
Fc8UzHOmsZQbmcObOtYl5pYg,False,1002.7698,0.0,5
FcJDQ1teTsQ0eOUttFk8ixZQ,False,18727.19,352.95799999999997,147
FcjSjt8yGdTbyvZ685IBKl1A,False,759.72,21.0,7
FdK2lgFGKSRZGgLeFKiWQ_uw,True,7177.62,1360.478,46
Fd_HJRY2skTC2JifYYg0grVg,False,251.5,0.0,2
Fd_wEj_2cBSp2dwM_72gFLvQ,False,368.25,210.0,3
Fe5LDwUe03QWe-mwUxRDs7TQ,False,42.0,0.0,1
Feb7yPaaCVRnaKg_aaQYyhfQ,True,2652.8,240.798,26
Fesic3e-UER1--koegRH-EBw,False,267.5,0.0,1
FfAmWMYyW3SDyf7KYYzjlAJQ,False,751.71,74.47,6
FfICuyY-XxQc-9DAYGf5WquA,False,122.0,70.0,1
FfP_UtdiwzQAi9QGd8_DxaKw,False,124.94,85.01,1
FfReNRYmCcQHmgz1YO0a8Vng,False,201.36,45.0,2
FfYfNXwqJxTEqhn5wtbRjhig,False,8138.86,30.0,32
Fg6j7s9yrpSzya9D9IczYLGg,False,2079.9,345.7,16
FgYb3zy2wWRw2T2yyS3wekXg,False,538.0,149.998,6
FgjL0vJyE8QZy12bJXlM4UoQ,False,461.0278,120.0,4
FgxUJFlGyqTjGdT3lC2kceVA,False,62.0,0.0,1
FhGk6LJKO3RaKfU_Jbbnzauw,False,124.0,0.0,1
Fhjpe276kSTc6I0F7DV-7J3A,False,124.0,89.0,1
Fi1WM87CczRyCR107Yboe7ig,False,1361.77,670.998,19
FiNZDc_CFKRVCcDn__wfNh4g,False,1139.0972,330.0,10
FiSrP-4-uZSl-z1k45Gm6uTw,False,15.0,0.0,1
FiaDaDgG-DQ_GCg3gZD3zR8g,False,3575.6,80.0,22
FixcLSBmRyQQm5IlBbpWVY4Q,False,395.4446,0.0,3
FjB4XV-iGmTMi0gk-bJ4fCZA,False,121.56,105.0,1
FjNT2L5ebkQZerpC5IOa5s1w,False,628.4,135.28,4
FjfMlmz6yhQi68Imz2O8opVQ,False,270.0,0.0,2
Fk57QziWfnTRW6lPiD529bIg,False,809.9884,0.0,3
Fk9enjNeyFSLecnfNyBXfU7w,False,170.0,0.0,1
FkDTrD_aBHRza4Yp_a_NaSig,False,284.0,89.0,3
FkXUfiQ6tIQ46AU3Qk1h6RMQ,False,3941.5926,10.2,23
FkyoTQv2vESD2_2UvQW3FP5g,False,485.0,0.0,1
Fl7VjVSizlTfiQ-ISvMICo7A,False,608.1800000000001,81.0,3
Fm-zEuUe0vQKeR87USL6IanA,False,1363.94,140.234,8
Fm13qrnCaFSICYYPn0POGUAA,False,465.0,4.8,5
Fn526E7m_IQlmJ2s7ANFTI6g,False,162.55,0.0,1
FnAHYoVWNWQ4WM6RVN6Gnubg,False,569.96,0.0,7
FnGFtCBOsPT3OBBhBCH3Xtgw,False,117.0,40.0,2
FnaLntoayhQJaFT4ojpA5VZA,False,125.0,0.0,1
FnpK544aEzR0amuv47y_TN3Q,False,1854.73,25.470000000000002,10
Fnw2Dm3ONtQdOYnU3ALCcIGA,False,6165.6,0.0,44
Fnx4uQzuUnQ1uGHfzb9nniiA,False,100.5,22.098,1
Fo0QDsqG-CQOGQUcqExAzv7g,False,107.0,0.0,2
Fo1R4sOmfsTemYpaO0UFoz1A,False,514.0,0.0,4
FoJfmibux7R6uZBnb9m_pcig,False,210.0,75.0,1
FoSrxPRSNOQnStNBR6kbCM9Q,False,68.0,18.6,1
FonXgS7yJ2QZyhZt7YGxEz9g,False,371.36,80.0,3
FpBGh9Wu08T2uAgvWeUTPMLQ,True,302.0,100.0,1
FpVd1Jka9mS9abjQkrJG7KUQ,False,1041.34,233.796,8
Fph3qUACSaSRC5W3AvAbrMOg,False,368.39,200.0,3
Fq7GKnVupUR0uGhzV2kzuxwQ,False,145.0,0.0,3
FqGkxUL2RpQ32PI8LBwAQ-XQ,False,350.0,150.0,3
FqpR8pZaWAQjaN-QZDLSatlA,False,141.0,0.0,1
FriBN7Pm8-SjmI6LP4Ac6VJw,False,285.4,31.0,5
Fs1F8ky6NKRh6283yaadWQ6A,False,1098.71,0.0,7
Fs1RXuKWunSsWEWaK4uloHAQ,False,149.0,0.0,1
FsrW0-OeozRcejQ0O3rpXwMw,False,1507.6,0.0,7
FssybYFuUiRMufWyFjR3OTyw,False,320.0,65.998,1
Ft8gnNB2XSRL2PYrBskyW3Ug,False,315.0,0.0,3
FtqfZuZiYRTuiV0-Z9a9N3hw,False,6672.094,452.34024,46
FtsJrWjOmMTcO0tyjYkCZISw,False,270.0,90.0,2
Fu3ORslyxRTRyZ3Tl9bD8HBw,False,459.41999999999996,241.92000000000002,2
Fu5qHyECP2SQCWRyE5LKitQg,False,2982.15,0.0,11
FuFfn6p2X6Rk2ZyipEKMGw4A,False,193.0,0.0,1
FuYWOH9WLpRLW80f9XQPDnew,False,122.0,0.0,1
FuZqDPHCQNSrCMTFHC33O8mg,False,450.0,0.0,1
FucFjjf-mFQD-Gm8fiDqhpAg,False,131.0,50.0,1
Futxs9WCxNRmC3rRW2M2miZQ,False,208.0,161.0,1
FuxroqIW6PQGWYQ6IYwlRbCQ,False,112.0,68.0,1
FvLcW4Ky6xSky1LSK6ZcWc4w,False,44.46,39.0,1
FvOtCHMKhxRtK6SHMvbGidbA,False,464.89,0.0,2
FvUhBAKWhJRDWs96K9_-OAnw,False,159.0,71.0,1
FvVYJ4Ui7kTpiq48UNpDRfHQ,False,1653.5700000000002,0.0,5
Fvh0t6tq_xTFqmJntigOY38Q,False,49.02,0.0,1
Fwj-jEOm0cRrmsV1O8mfDGjQ,False,80.0,70.0,1
FwyrNEqe7LRdeXW2qZ6f3oZg,False,58.5,0.0,1
Fx5xpQoyz7TZy36koaJFnr7w,False,270.0,40.0,2
FxLa-jBWYURDW_k8B1RO_7gg,False,112.25,0.0,2
FyHX2KVqhsQmqcChVMtYMieg,False,574.62,355.48,5
FyhSh-2uceREufsr2KUJg_fw,False,602.0,241.0,4
Fz3JpNTaGmQlaeqgT9KgsDMw,False,215.5,0.0,1
Fzkgk1AWYkQ0WJQkAgSQWqbw,False,1582.77,226.43,10
Fzvgwlp6SWTa6puBpfcE531g,False,184.0,0.0,2
G-4yGi1-xzQG-6r81UKjSXmA,True,35632.53,926.8679999999999,72
G-8aMm36tOTL6CZw3Tykf_MQ,False,99.0,11.0,1
G-SEFJse3tQSefMks1SskU2w,False,93.99,0.0,1
G-uZ6Ra-D_RX-WVqaWr_F5Gg,False,1379.0,432.998,11
G08rAOIGWJQxGVe1IlRLWhnQ,False,984.01,240.0,6
G0UqBjTuhwQ3ue2uTj9ggq8g,False,498.0,245.0,5
G0oPia3qZwSLq2_Z3bwBn0tw,False,290.5,0.0,2
G1uNUvQG_8Q3G4E-QrbGkcDA,False,635.0,146.0,3
G2639hhCG2S1CJGUhrmTt8bA,False,268.69,142.238,3
G2F3r0b-HHQ3-3O9bnOGF_lw,False,880.0,442.0,9
G2LI7ucCQQT_CeyncA3r9iCQ,False,335.922,56.0884,6
G2Rhj1Ti0iQ9i7Q0T8ik7GLg,False,105.0,0.0,1
G2_f8DB2LbT_2sNQBNxcSHIg,False,663.63,0.0,17
G2s3T9NiaQQvijcoNByEGdkg,False,628.395,340.53,7
G3Dbuh5O2ER4OJ305FRdJB7g,False,1434.48,162.5,14
G3RPLcVCTXS1CjRlVomI57eA,False,392.0,148.0,6
G3Xf8xeiuAQJiSEreHXITtuw,False,234.94,40.0,1
G3_E9EqGUyTUGiNBqaT7y5gw,True,1654.7942,63.5,13
G3f7CcAKdDSOKrpOAt1NZTUg,True,597.0,96.0,5
G3qAcRHC7_TWCnqEHqtPTCIg,False,301.99,0.0,3
G45na4v-SGRp-3Kbv8S_rh4Q,False,255.4,138.48000000000002,2
G4P_WOdWd3QBWOxbdmwsqqGw,False,490.0,197.0,3
G4Yt79YeMWSyeAPwYPHPhYhw,False,2303.568,195.23999999999998,14
G4pTlSCGAwSXGHlICT-OOQDQ,False,3753.8908,31.0,49
G4pq20_i74SeimeM_6qFnxQw,False,2072.1406,421.048,20
G5SP7zQq0qRXqZDqQQ_SVQaQ,False,253.0,40.998,2
G5bCOVAqFdSLqlhdAFtN1hSA,False,857.91,0.0,11
G5zNPmSqzdQuqmtvS3vYOD8w,False,194.6,61.0,1
G69A6UcKgHQyKTxkcKYdKcmA,False,2166.04,0.0,14
G6zkxAz6E0Tl6AZRzoVei3dQ,False,1603.93,237.75799999999998,9
G76uQYr2RkQ42r5xrIT1eJpg,False,218.5,57.5,3
G7Bdeo2qp2T3qs522fIjcXKg,False,130.0,70.0,1
G7Cn2dsqHQTEqXIBshp322qQ,False,538.0,25.0,3
G7XG9HSu1LQZujZfSODsqNkA,False,188.0,60.0,1
G7b8Gb-SpLQdSQH7-l6f7x0A,True,1598.5,50.0,20
G82vTR2qgbTfq4Nf2zNpn55A,False,60028.66,1081.634,136
G8THUEcqmeQxq8VkcFkVQA-g,False,355.0,45.198,3
G8WVGgna55Qjazthn_TXaK_A,False,531.54,0.0,2
G8e0HBz-bMTk-xAYzYldAgCw,False,30.0,10.0,1
G8ggTCJKcrSMKblJJaLS0eJA,True,6080.4356,329.7086,37
G8oyBPKKd0S-KRsIKf1U_RFQ,False,95.0,65.0,1
G9J97h6KcETzKwGF6Fiws1EA,False,158.45,0.0,2
G9P7wMS25DTv2NlQSjVrgy9A,False,209.0,0.0,1
G9Qi_uCCizQeCAE7Cb-b3IeQ,False,315.38,11.912,3
G9VcrCz-JvRN-sIpzJNadZ8w,False,300.0,0.0,2
G9mwhOXG1CQxGK_yXXvICNLQ,False,156.99,0.0,1
G9opkOduPaRYuBugdutSiyJQ,False,941.87,365.0,5
GADlKZwmVXTSm0oiwPD1hF1w,False,45.95,0.0,1
GAUQLriCZsScC4c4iY_nynYQ,True,2635.7,667.0,16
GAisL_dmZQTUm4LidHrFj1Xw,False,175.0,0.0,2
GAslh8CioaQhi_kxCMNVHZbw,False,103.51480000000001,49.02,2
GAtlyyQ63jTf6ma-QyI6QsxQ,False,360.0,222.0,2
GBKj6K9-25RD-b4D9CbASsVg,False,3337.37,40.998,23
GBZpEsUiVKTqiMmLUht5aVmw,True,3612.94,104.488,26
GBcabftSamSmSA3wtjfOF12g,False,6131.43,69.12,33
GBwbR6MyadQny4UJMtgcQXIQ,False,2345.27,434.81,21
GC9wNBz6hKSW6FZ_zYZF9wPg,False,828.14,381.0,10
GCIhXnQm75QhmrZ_QTS2XeMA,False,395.0,0.0,1
GCPTrRfGNJT7GjnzfVqenBog,False,292.0,0.0,2
GCWR9Ai2ewRu2hzSiZFjv-1w,False,2224.0,0.0,13
GD6zLkAi9PTmiV-RAcyxzMCg,False,1019.5446,20.5,7
GD80yWHW46QwWCCrH05j4u1w,False,4081.43,178.79,29
GD9KTlBaciQra9M0BJxsTxmQ,False,599.3,38.5,12
GDn3l_9C-xTvC9Jo9gHbslxQ,False,1515.47,372.0,11
GDwzqJT6XxSf6WL4Tvbzf4Kw,False,630.0,0.0,2
GE8pYBECNMRUCU0qEEiMLcQQ,False,1691.12,370.928,10
GEIZVMHGEpStGzu3HK2sDQkA,False,5231.76,74.2,26
GEkNUcfeKISkebfQfU-HhmSw,False,301.76,55.6,2
GEybjj9uZZR1uScH9i6xOrgA,False,65.0,0.0,1
GF1lM1eOcaQvOzq-e_NRqpqQ,False,210.0,0.0,2
GFHyN5NeFGQJeyBGNidccXGg,False,570.5,18.3,6
GGCRCB-qCnS2qcGv-MpHGXbg,False,99.0,25.8,1
GGcUs3PeUvTheJ4APLOuDB4w,False,162.0,80.0,2
GH-LMODe6lQEeyxhDahU7kzA,False,105.0,75.0,1
GHQclhcO6xS2Oca0cv6s9zNw,False,120.75,70.0,1
GHtxI0vGLgQRGPYOveI3v1Jw,False,48.5,0.0,1
GHypMrJy7vSJySjuJHu1kxIg,False,191.5,87.9,4
GI-TCM_OOYTYOA2K_ccNuBPA,False,125.0,0.0,2
GI4dlHLm88RImwTcLBLqDBwg,True,631.9,190.0,9
GIyiBby6jCSz6UfQyl3NhsAw,False,638.4,123.0,5
GJRCVbpypUSlyxImpZIIcvrg,True,682.0,25.0,10
GK6UFsZqxAQNqm_xZgcmNsKQ,True,197.0,75.0,2
GKA4KrGmhASEmo8_G8PzOZlA,False,1371.6399999999999,13.46,25
GKOirSrqYER-qcQ4rKniw84A,False,11211.2836,551.726,56
GKc4P5sWx_SlWpoFsuxRjj0Q,False,334.0,40.0,2
GKe285Iif3R5ijYIIR3ByksA,False,440.0,0.0,2
GKmpbb0G9DQ-G5550LfdvhvA,False,124.0,0.0,1
GLAkO2yWYBSoWWugyUwfYwbA,False,362.05,75.408,1
GLSxqBZKrFSyKzLUZaLrPVHQ,False,4756.72,631.482,27
GLbwms8aTIRLa-j78a_bn2HA,False,3155.09,489.072,21
GLzGE17upLRDuBu47NckmJiw,False,877.17,17.0,17
GMCAu9Dya-QsysvqDbFiVDKw,True,2484.88,357.75,13
GMLQOAf6KYTB6sG0fw91zMFg,False,159.0,0.0,1
GMVBpJ06s6Sc6_xk08ajSxzQ,False,585.7,80.0,5
GMZLYgpW2BR9WcJLpRFDqDTg,True,200.0124,75.0,2
GMde3EGuGgR1uwfeGGtt53mA,False,1140.72,30.0,9
GN5p3nf2CtR82QQWfAfcV0qg,False,410.0,0.0,1
GNUVXR8WgeSEWT4a8IDqePSQ,False,492.0,0.0,2
GNvdQfmKxMRfKwUlmRl4CXbg,False,1564.42,500.3,10
GOCKUzbi4TRziWnqbJHTv-Vw,False,1011.74,455.472,8
GOLOL71Wh3RVW7eN143OgrWQ,False,890.91,246.22,8
GOkRVi0CKAQfCcjJ0KCxhf_g,False,123.0,0.0,1
GOsfsgIuTaR4uUy1IB6AjldQ,False,285.04,0.0,4
GQEz6h2O5aRIOhH_2ksHq3AA,True,1669.5900000000001,100.0,8
GQWdlGSm9QTRmMVtSKRvNYTQ,False,399.0,0.0,1
GQjn_zSmJoSAmnKRS89CDduQ,False,1684.87,355.0,22
GR6sT9cChOQ-CzAbc3Fl0XPg,False,105.0,50.0,1
GRZ__ZYa1HTwaySqYV_aeGvg,True,771.9,179.0,5
GRcRxdP6fkTc68QpPJyzp12w,False,403.33000000000004,0.0,2
GS0P0zeK4nRAKllNeaZf-K-Q,False,979.0,0.0,4
GS1cG5d2ONR32o9gdObvyUoQ,False,1453.46,97.83,18
GS6e_cLGwQS2GFhlLUH2IW_w,False,4248.965,101.88,33
